iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.748335087556,0.757917773699,0.748091592397,0.250666666667,0.24,0.249333333333,0.106566289
10,0.498077331515,0.505103710463,0.521969970796,0.485666666667,0.482,0.464666666667,0.994677985
20,0.421170206442,0.435816491426,0.47626112649,0.535666666667,0.52,0.476,1.840000724
30,0.382070935374,0.446894203084,0.455191449115,0.553333333333,0.478,0.484,2.705035436
40,0.350592428155,0.417200164415,0.431775136699,0.567,0.5,0.492,3.551563635
50,0.32945120899,0.414495954869,0.416202657904,0.583666666667,0.5,0.495333333333,4.398283061
60,0.313830309267,0.402972486439,0.40623956977,0.594666666667,0.516,0.503333333333,5.255697414
70,0.305167751616,0.394621861862,0.398975571508,0.598666666667,0.508,0.500666666667,6.082470457
80,0.29315425034,0.385937565339,0.393220831502,0.611,0.498,0.5,6.924666193
90,0.279413213829,0.384221866463,0.385125888938,0.623666666667,0.506,0.511333333333,7.777533209
100,0.271970717089,0.381105850724,0.379997091619,0.631666666667,0.498,0.514666666667,8.631137379
110,0.264910469451,0.376783426717,0.374076595247,0.633666666667,0.508,0.516,9.477497996
120,0.259955120262,0.373431435231,0.366815277361,0.638,0.508,0.524,10.323583077
130,0.256416758344,0.367506199237,0.371982265864,0.629333333333,0.51,0.520666666667,11.208028013
140,0.251381189689,0.364919304968,0.369329256254,0.641666666667,0.514,0.528666666667,12.324099702
150,0.247014098023,0.362037992797,0.366834457659,0.645333333333,0.524,0.530666666667,13.208446455
160,0.244588158299,0.36139359411,0.363046866013,0.655666666667,0.508,0.526,14.072404222
170,0.240976527114,0.357037039272,0.359193207052,0.656,0.5,0.536,14.926379026
180,0.237531556311,0.356075250782,0.354617504096,0.659,0.502,0.539333333333,16.067693926
190,0.234981681881,0.359279682587,0.355289316509,0.662666666667,0.514,0.53,16.94553222
200,0.2310162902,0.360339483908,0.353268686877,0.664333333333,0.52,0.533333333333,17.818842714
210,0.227861870048,0.35558323305,0.348526758862,0.671333333333,0.524,0.536,18.653337385
220,0.22555694294,0.355955303451,0.346508344934,0.673666666667,0.516,0.536666666667,19.49719352
230,0.223211424798,0.354776161171,0.344848201073,0.675666666667,0.512,0.538666666667,20.330466282
240,0.221472626115,0.351835920699,0.342244377649,0.681666666667,0.516,0.543333333333,21.196285958
250,0.221215848133,0.352085042571,0.342558930649,0.678,0.512,0.538666666667,22.041054543
260,0.220123035135,0.351130824304,0.342859729653,0.676,0.518,0.537333333333,22.901675061
270,0.219866127335,0.350317869734,0.341034379659,0.678333333333,0.512,0.541333333333,23.766732907
280,0.218455013632,0.349937453212,0.340796968626,0.682666666667,0.516,0.547333333333,24.644318801
290,0.217534014498,0.348288644325,0.34019072419,0.684666666667,0.516,0.550666666667,25.525789413
300,0.215721650781,0.346671270532,0.339288048536,0.683333333333,0.522,0.552666666667,26.353194228
310,0.215021184733,0.347346894557,0.339103585632,0.688666666667,0.528,0.548,27.18589536
320,0.215161697401,0.347094665085,0.337368108887,0.685333333333,0.528,0.551333333333,28.024789316
330,0.214248954445,0.346863700742,0.339167374709,0.684,0.526,0.549333333333,28.886947886
340,0.212374952696,0.346139756017,0.339607894765,0.688333333333,0.534,0.548666666667,29.748673621
350,0.211061883255,0.34579730551,0.336817527008,0.691,0.53,0.550666666667,30.582089806
360,0.210298171266,0.347226107083,0.334699996274,0.694666666667,0.526,0.553333333333,31.520100874
370,0.209580228332,0.34665574099,0.331457794962,0.696333333333,0.526,0.557333333333,32.540601926
380,0.20927246819,0.344683425912,0.330533444036,0.696,0.528,0.562,33.451004096
390,0.20847882448,0.343969982059,0.329844929924,0.698333333333,0.534,0.563333333333,34.385346865
400,0.207675457889,0.346801375887,0.326996790134,0.7,0.524,0.564666666667,35.38193559
410,0.206398058296,0.347062541612,0.327828861304,0.702,0.522,0.560666666667,36.239517014
420,0.206367396454,0.345008591097,0.327686822114,0.702666666667,0.518,0.559333333333,37.103118024
430,0.205612674343,0.3440785175,0.327539794863,0.703,0.52,0.562,37.939784066
440,0.205154189967,0.343936068954,0.327553553953,0.705666666667,0.52,0.563333333333,38.780345621
450,0.204537739818,0.343513549509,0.327474983693,0.706333333333,0.52,0.561333333333,39.608425395
460,0.204939171151,0.339810335281,0.328319451364,0.702666666667,0.524,0.558666666667,40.44474856
470,0.203890788418,0.338910234265,0.327531489353,0.707,0.528,0.557333333333,41.277768406
