0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,11,7.6,0.531,0.362,0.556,0.554,0.771,0,0,1,0,0
0.431,0.175,0.342,6.4,12.2,9.3,6.3,1.6,0.4,14.9,14.8,-0.3,0.4,0,0.003,-4.9,-0.9,-5.8,-0.4,0.368,0.25,0.394,0.39,0.615,0,1,0,0,0
0.543,0.098,0.333,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,0.4,0.3,0.7,0.134,0,-0.9,-1,0.1,0.48,0.1,0.522,0.485,0.824,0,0,1,0,0
0.494,0.258,0.24,4.1,7.2,5.6,9.8,2.1,0.3,10.9,22.2,0.2,0.4,0.6,0.039,-0.9,-1.9,-2.8,-0.2,0.4,0.357,0.415,0.446,0.833,0,0,1,0,0
0.48,0.001,0.191,7,9.5,8.3,9.5,1.2,0.9,11.3,22.7,-0.2,0.8,0.6,0.017,-2.6,-1.7,-4.3,-1,0.439,0,0.439,0.439,0.85,0,0,1,0,0
0.47,0.011,0.23,8.3,18.3,13,7.9,1.6,2.2,10.3,17.4,0.2,0.9,1,0.061,-3.3,0.7,-2.7,-0.1,0.437,0.333,0.438,0.439,0.683,1,0,0,0,0
0.505,0.052,0.371,11,14.9,12.8,8.6,3.5,1.9,16.3,20.9,0.2,0.5,0.7,0.114,-1.6,1.1,-0.5,0.1,0.443,0,0.467,0.443,0.778,0,1,0,0,0
0.407,0.455,0.212,5.2,16.7,11.2,9.8,1.2,1.1,14.9,16.7,-0.5,0.5,0,-0.001,-4,-0.3,-4.3,-0.2,0.333,0.222,0.426,0.384,0.571,0,0,1,0,0
0.474,0.004,0.353,12.2,18.7,15.5,3.4,1.3,0.6,14.5,22.5,-0.5,0.8,0.3,0.019,-4.8,-2.6,-7.4,-0.9,0.447,0,0.449,0.447,0.567,1,0,0,0,0
0.576,0.241,0.304,2.6,7,4.8,36.3,1.6,0.2,13.2,24.4,9.7,1.9,11.6,0.206,5.5,-2.1,3.3,3.7,0.465,0.413,0.482,0.515,0.909,0,0,0,0,1
0.307,0,0.5,10,45.1,27.6,6.2,4.5,0,17,23.1,-0.1,0.1,0,-0.071,-11,0.7,-10.3,0,0.25,0,0.25,0.25,0.5,1,0,0,0,0
0.527,0.176,0.342,4.8,14.5,9.6,44,3,0.7,15.7,21.4,5.8,2.3,8.1,0.188,4.7,1.1,5.8,4.1,0.444,0.366,0.461,0.476,0.757,0,0,0,0,1
0.403,0.772,0.065,1.9,15.3,8.5,9.6,0.8,0.4,8.7,18,-0.3,0.2,-0.1,-0.007,-3,-2.9,-5.9,-0.3,0.301,0.253,0.464,0.398,0.5,0,0,1,0,0
0.478,0.223,0.091,4.3,10.8,7.5,15,1.6,0.8,10.5,16,1.1,1.9,3,0.075,-1.4,0.3,-1.1,0.4,0.43,0.292,0.469,0.462,0.774,0,0,0,1,0
0.501,0.006,0.25,11.1,24.4,17.6,6.5,1.5,2.2,12.6,18.1,0.2,0.6,0.8,0.076,-3,0.1,-3,-0.1,0.494,0,0.497,0.494,0.5,1,0,0,0,0
0.568,0.126,0.47,6.2,17.4,11.6,12.5,2.8,2,12.2,22.5,4.2,3.5,7.7,0.141,1.8,2,3.9,3.9,0.502,0.325,0.528,0.523,0.691,0,0,1,0,0
0.457,0.018,0.386,5.8,14.2,9.9,10.1,1,1.3,9.5,12.3,0.2,0,0.2,0.044,-2.9,-1.4,-4.3,-0.2,0.351,0,0.357,0.351,0.955,1,0,0,0,0
0.534,0.003,0.142,12,28.4,20.2,9.3,1.2,2.4,13,19.3,2.8,2.9,5.7,0.106,-0.9,1.4,0.4,1.6,0.519,0,0.52,0.519,0.683,1,0,0,0,0
0.518,0.25,0.199,5.7,21.8,13.5,8.7,1.4,0.3,7.8,23.9,4.9,3.2,8.2,0.119,1,-1,0,1.6,0.442,0.394,0.458,0.491,0.731,0,0,1,0,0
0.576,0.469,0.238,2.2,9.6,6,9.8,0.7,0.8,11,18.7,1.1,0.6,1.7,0.091,-0.5,-2.3,-2.8,-0.2,0.446,0.384,0.5,0.536,0.843,0,0,0,1,0
0.546,0.039,0.348,12.6,23.8,18.2,8.2,1.3,0.8,10.1,24.6,7,2.7,9.7,0.153,1.8,-0.9,0.9,2.2,0.488,0.288,0.496,0.494,0.778,0,1,0,0,0
0.553,0.29,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25,3.8,1.5,5.3,0.117,1.4,-2,-0.6,0.8,0.43,0.387,0.448,0.486,0.891,0,0,0,1,0
0.576,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,0.7,0.9,1.6,0.136,-2,1.5,-0.5,0.2,0.5,0.308,0.566,0.539,0.795,1,0,0,0,0
0.415,0.955,0.091,4.8,4.8,4.8,24.8,4.3,1,17.9,17.3,0,0.1,0.1,0.038,0.1,-0.6,-0.6,0,0.273,0.238,1,0.386,1,0,0,0,0,1
0.521,0,1,0,6.9,3.4,20.2,0,0,54.9,34.3,-0.2,0,-0.2,-0.497,-19.6,-4.7,-24.3,-0.1,0.5,0,0.5,0.5,0.5,0,0,0,0,1
0.507,0.07,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,0.6,1.5,2.1,0.103,-3.9,-1.3,-5.2,-0.8,0.441,0.258,0.455,0.45,0.821,1,0,0,0,0
0.477,0,0.484,10.7,10.4,10.6,7.3,1.7,0.2,14.3,11.9,0.3,0.2,0.5,0.071,-1.5,-0.1,-1.6,0,0.391,0,0.391,0.391,0.774,0,0,1,0,0
0.6,0.002,0.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,6.2,7.6,13.8,0.234,0.1,4.3,4.4,4.6,0.572,0,0.573,0.572,0.594,1,0,0,0,0
0.467,0,0.479,14.3,16.4,15.4,2.7,1,5.2,23.5,10.7,0,1.5,1.5,0.066,-4,2.6,-1.4,0.2,0.438,0,0.438,0.438,0.531,1,0,0,0,0
0.461,0.007,0.267,8.6,18.8,13.6,6.5,1.5,5.9,19.7,15.8,-0.4,0.7,0.3,0.029,-5.6,2.3,-3.3,-0.2,0.415,0,0.418,0.415,0.75,1,0,0,0,0
0.45,0.075,0.373,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,-0.4,0.7,0.2,0.015,-4.1,-0.5,-4.6,-0.5,0.395,0.412,0.393,0.41,0.612,0,0,0,1,0
0.419,0.214,0.49,3.2,12.2,7.7,32,3,1.3,20.8,18.7,-0.7,1.1,0.4,0.023,-2.5,0.6,-1.9,0,0.333,0.2,0.37,0.355,0.631,0,0,0,0,1
0.521,0.046,0.355,6.8,15.5,11.1,10.5,2.6,1.4,14.3,16.5,0.7,1.1,1.8,0.092,-1.6,1.3,-0.3,0.4,0.452,0.083,0.47,0.454,0.837,0,0,1,0,0
0.596,0.594,0.132,4.9,14.3,9.5,8.5,1.5,0.5,11.7,14.3,2.4,1,3.4,0.095,1.2,-0.7,0.5,1.1,0.449,0.447,0.453,0.582,0.741,0,0,1,0,0
0.566,0.285,0.262,2.2,10.1,6.2,21.9,1.4,0.6,14.7,21.9,3.9,1.9,5.7,0.091,1.8,-1,0.9,2.2,0.465,0.397,0.492,0.521,0.839,0,0,1,0,0
0.317,0,0.286,0,12.8,6.8,10.7,0,0,11.3,15.7,-0.1,0,0,-0.078,-9.2,-2.1,-11.4,-0.1,0.286,0,0.286,0.286,0.5,0,0,0,1,0
0.539,0.138,0.354,3.5,11.9,7.6,23.9,3.8,0.9,15,17.9,2.5,1.5,4,0.126,2.5,1.6,4.1,2.4,0.454,0.364,0.469,0.479,0.812,0,0,0,0,1
0.602,0.467,0.192,0.9,10.2,5.5,6.1,1.2,0.7,8.1,14.9,3.1,1,4.1,0.088,0.3,-1.4,-1.1,0.5,0.468,0.444,0.49,0.572,0.847,0,0,0,1,0
0.531,0.002,0.274,9.5,18.8,14.1,11.9,1.8,2.8,18.7,24,0.6,1.8,2.4,0.097,-1.1,1.3,0.2,0.7,0.501,0,0.502,0.501,0.686,1,0,0,0,0
0.55,0.41,0.28,4.5,12.4,8.4,10.8,2.4,1.1,13.6,14.8,2.5,1.9,4.3,0.101,0.7,0.7,1.4,1.8,0.429,0.373,0.468,0.506,0.8,0,0,1,0,0
0.539,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,2.4,1.7,4.1,0.1,0.2,-2.2,-2,0,0.486,0.427,0.493,0.508,0.783,0,0,0,0,1
0.19,0,0.286,0,0,0,0,8.3,0,11.3,31.6,-0.1,0,-0.1,-0.319,-16.7,1,-15.7,0,0.143,0,0.143,0.143,0.5,0,0,0,1,0
0.558,0.002,0.315,7.8,14.8,11.3,6.6,1.1,0.8,11.3,22.7,3.3,2.5,5.7,0.116,0.2,-0.9,-0.7,0.8,0.512,0,0.513,0.512,0.783,0,1,0,0,0
0.59,0.002,0.567,9.6,20,14.7,9.7,1.3,2.9,16.6,18.3,3.7,2.7,6.4,0.121,-0.2,1.5,1.2,2.1,0.53,0,0.53,0.53,0.733,1,0,0,0,0
0.572,0.004,0.323,9.8,23.4,16.9,8.6,1.5,0.3,11.9,19.3,4.3,4.3,8.6,0.165,-0.1,1.5,1.4,2.1,0.531,0,0.533,0.531,0.76,0,1,0,0,0
0.496,0.026,0.296,9.5,18.9,14,12.5,0.9,3.3,12.3,22.5,2.2,2.4,4.6,0.101,-0.7,0.7,0,1.1,0.445,0.32,0.448,0.449,0.757,1,0,0,0,0
0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14,20.7,1,4,5,0.095,0.2,0.7,1,1.9,0.394,0.351,0.427,0.471,0.715,0,0,0,0,1
0.567,0.234,0.307,4.8,20.6,12.9,13,3.7,1.8,9.4,23,4.2,4.4,8.6,0.204,2.6,3.5,6.1,4.1,0.479,0.349,0.519,0.52,0.802,0,0,1,0,0
0,0,0.667,13.2,14.2,13.7,0,0,0,0,21.1,-0.1,0,-0.1,-0.458,-19.5,-7.7,-27.2,-0.1,0,0,0,0,0,1,0,0,0,0
